Территория/Регион,BasicClothingAffordability,ChildNecessitiesMetIndex,FoodInsecurity_any,BasicClothing_Hotspot,HolidayAffordability,InternetAccess,InternetAccess_Low_Hotspot,MaterialStatusDistribution,Measure,MissedPayments_Hotspot,MissedPaymentsRate,Region_HardshipScore,RegularInternetUse,SevereFoodInsecurity,SevereFoodInsecurity_Hotspot,SocialAffordability,UnexpectedExpense_Low_Hotspot,UnexpectedExpenseCoverage,UnmetHealthcare_Hotspot,UnmetHealthcareNeed,WelfareTrendDistribution,HardshipScore_Total,HardshipRank,FoodInsecurity_Hotspot
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,1,,,0,1,1,1,,,0,1,1,1,,0,1,0,1,0,0,,1,4,0
Акмолинская область,1,,,1,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,2,3,0
Актюбинская область,1,,,1,1,1,0,,,0,1,0,1,,0,1,0,1,0,1,,2,3,0
г. Алматы,1,,,0,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,1,4,0
Алматинская область,1,,,0,1,1,1,,,1,1,2,1,,0,1,0,1,0,1,,2,3,0
г. Астана,1,,,0,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,1,4,0
Атырауская область,1,,,1,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,2,3,0
Восточно-Казахстанская область,1,,,1,1,1,1,,,0,0,1,1,,0,1,0,1,0,1,,2,3,0
Карагандинская область,1,,,0,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,1,4,0
Костанайская область,1,,,0,1,1,0,,,0,1,0,1,,0,1,0,1,0,0,,0,5,0
Кызылординская область,1,,,1,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,2,3,0
Мангистауская область,1,,,0,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,1,4,0
Северо-Казахстанская область,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,3,0
Павлодарская область,1,,,1,1,1,1,,,1,1,2,1,,0,1,0,1,0,1,,4,1,0
г. Шымкент,1,,,1,1,1,1,,,1,1,2,1,,0,1,0,1,0,0,,3,2,0
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Туркестанская область,1,,,1,1,1,0,,,0,0,0,1,,0,1,0,1,0,0,,2,3,0
Ұлытау область,1,,,1,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,3,2,0
Западно - Казахстанская область,1,,,0,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,1,4,0
Жамбылская область,1,,,1,1,1,1,,,0,1,2,1,,0,1,0,1,1,1,,3,2,0
Жетісу область,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,3,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,1,,,1,1,1,0,,,0,0,0,1,,0,1,0,1,0,1,,2,3,0
Акмолинская область,1,,,1,1,1,0,,,0,1,0,1,,0,1,0,1,0,1,,2,3,0
Актюбинская область,1,,,1,1,1,0,,,0,0,0,1,,0,1,0,1,0,0,,1,4,0
г. Алматы,1,,,1,1,1,0,,,1,1,1,1,,0,1,1,1,0,1,,3,2,0
Алматинская область,1,,,0,1,1,0,,,0,1,0,1,,0,1,0,1,0,1,,0,5,0
г. Астана,1,,,1,1,1,1,,,1,1,2,1,,0,1,0,1,0,1,,3,2,0
Атырауская область,1,,,0,1,1,1,,,1,1,2,1,,0,1,0,1,0,0,,2,3,0
Восточно-Казахстанская область,1,,,0,1,1,0,,,0,1,0,1,,0,1,1,1,0,1,,2,3,0
Карагандинская область,1,,,0,1,1,0,,,0,0,0,1,,0,1,0,1,0,1,,1,4,0
Костанайская область,1,,,1,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,2,3,0
Кызылординская область,1,,,1,1,1,0,,,0,0,0,1,,0,1,0,1,0,1,,1,4,0
Мангистауская область,1,,,1,1,1,0,,,0,0,1,1,,0,1,0,1,1,1,,3,2,0
Северо-Казахстанская область,1,,,1,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,2,3,0
Павлодарская область,1,,,0,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,1,4,0
г. Шымкент,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,3,0
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Туркестанская область,1,,,0,1,1,1,,,1,1,3,1,,0,1,0,1,1,1,,3,2,0
Ұлытау область,1,,,1,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,3,2,0
Западно - Казахстанская область,1,,,0,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,1,4,0
Жамбылская область,1,,,1,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,3,2,0
Жетісу область,1,,,1,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,2,3,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,1,,,0,1,1,1,,,0,1,1,1,,0,1,0,1,0,1,,1,5,0
Акмолинская область,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,3,3,0
Актюбинская область,1,,,1,1,1,0,,,0,1,0,1,,0,1,1,1,0,0,,3,3,0
г. Алматы,1,,,1,1,1,0,,,1,1,2,1,,0,1,1,1,1,1,,4,2,0
Алматинская область,1,,,0,1,1,1,,,0,1,2,1,,0,1,0,1,1,1,,2,4,0
г. Астана,1,,,0,1,1,1,,,1,1,3,1,,0,1,0,1,1,1,,3,3,0
Атырауская область,1,,,1,1,1,1,,,1,1,2,1,,0,1,1,1,0,1,,5,1,0
Восточно-Казахстанская область,1,,,1,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,2,4,0
Карагандинская область,1,,,0,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,1,5,0
Костанайская область,1,,,0,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,1,5,0
Кызылординская область,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,4,0
Мангистауская область,1,,,0,1,1,0,,,0,0,0,1,,0,1,0,1,0,1,,0,6,0
Северо-Казахстанская область,1,,,1,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,2,4,0
Павлодарская область,1,,,0,1,1,0,,,0,0,1,1,,0,1,0,1,1,1,,1,5,0
г. Шымкент,1,,,0,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,1,5,0
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Туркестанская область,1,,,1,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,2,4,0
Ұлытау область,1,,,0,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,1,5,0
Западно - Казахстанская область,1,,,1,1,1,0,,,0,1,0,1,,0,1,0,1,0,0,,1,5,0
Жамбылская область,1,,,1,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,3,3,0
Жетісу область,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,4,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,1,,,1,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,2,4,0
Акмолинская область,1,,,1,1,1,1,,,1,1,3,1,,0,1,0,1,1,1,,5,1,0
Актюбинская область,1,,,1,1,1,1,,,1,1,2,1,,0,1,0,1,0,0,,4,2,0
г. Алматы,1,,,1,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,3,3,0
Алматинская область,1,,,1,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,3,3,0
г. Астана,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,4,0
Атырауская область,1,,,0,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,1,5,0
Восточно-Казахстанская область,1,,,0,1,1,1,,,1,1,3,1,,0,1,0,1,1,1,,3,3,0
Карагандинская область,1,,,1,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,3,3,0
Костанайская область,1,,,0,1,1,1,,,1,1,2,1,,0,1,0,1,0,1,,2,4,0
Кызылординская область,1,,,0,1,1,0,,,0,1,0,1,,0,1,0,1,0,0,,1,5,0
Мангистауская область,1,,,0,1,1,0,,,0,0,0,1,,0,1,0,1,0,0,,0,6,0
Северо-Казахстанская область,1,,,1,1,1,0,,,0,0,0,1,,0,1,0,1,0,1,,1,5,0
Павлодарская область,1,,,0,1,1,0,,,0,1,1,1,,0,1,1,1,1,1,,2,4,0
г. Шымкент,1,,,1,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,3,3,0
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Туркестанская область,1,,,1,1,1,0,,,0,0,0,1,,0,1,0,1,0,1,,1,5,0
Ұлытау область,1,,,0,1,1,0,,,0,1,0,1,,0,1,0,1,0,1,,0,6,0
Западно - Казахстанская область,1,,,1,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,3,3,0
Жамбылская область,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,4,0
Жетісу область,1,,,0,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,1,5,0
Абайская область,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,4,0
Акмолинская область,1,,,1,1,1,0,,,1,1,1,1,,0,1,0,1,0,0,,2,4,0
Актюбинская область,1,,,0,1,1,1,,,0,0,2,1,,0,1,0,1,1,1,,2,4,0
г. Алматы,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,4,0
Алматинская область,1,,,0,1,1,1,,,0,,2,1,,0,1,1,1,1,1,,4,2,0
г. Астана,1,,,1,1,1,1,,,0,0,1,1,,0,1,0,1,0,0,,3,3,0
Атырауская область,1,,,0,1,1,1,,,0,0,1,1,,0,1,0,1,0,0,,1,5,0
Восточно-Казахстанская область,1,,,1,1,1,1,,,1,1,3,1,,0,1,0,1,1,1,,5,1,0
Карагандинская область,1,,,1,1,1,1,,,0,,2,1,,0,1,0,1,1,1,,3,3,0
Костанайская область,1,,,0,1,1,1,,,1,1,3,1,,0,1,0,1,1,1,,3,3,0
Кызылординская область,1,,,1,1,1,0,,,0,0,1,1,,0,1,0,1,1,1,,2,4,0
Мангистауская область,1,,,0,1,1,1,,,0,0,1,1,,0,1,0,1,0,0,,1,5,0
Северо-Казахстанская область,1,,,1,1,1,0,,,1,1,1,1,,0,1,0,1,0,0,,2,4,0
Павлодарская область,1,,,0,1,1,1,,,1,1,3,1,,0,1,1,1,1,1,,4,2,0
г. Шымкент,1,,,1,1,1,0,,,0,0,0,1,,0,1,0,1,0,0,,1,5,0
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Туркестанская область,1,,,1,1,1,0,,,1,1,1,1,,0,1,0,1,0,,,2,4,0
Ұлытау область,1,,,1,1,1,0,,,0,0,0,1,,0,1,0,1,0,0,,1,5,0
Западно - Казахстанская область,1,,,0,1,1,1,,,0,0,1,1,,0,1,0,1,0,0,,1,5,0
Жамбылская область,1,,,1,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,3,3,0
Жетісу область,1,,,0,1,1,0,,,0,,1,1,,0,1,0,1,1,1,,1,5,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,1,,,0,1,1,1,,,0,0,1,1,,0,1,0,1,0,1,,1,4,0
Акмолинская область,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,3,0
Актюбинская область,1,,,0,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,2,3,0
г. Алматы,1,,,1,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,2,3,0
Алматинская область,1,,,0,1,1,0,,,1,1,1,1,,0,1,0,1,0,,,1,4,0
г. Астана,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,3,0
Атырауская область,1,,,0,1,1,1,,,0,1,2,1,,0,1,0,1,1,1,,2,3,0
Восточно-Казахстанская область,1,,,0,1,1,0,,,0,0,1,1,,0,1,0,1,1,1,,2,3,0
Карагандинская область,1,,,1,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,3,2,0
Костанайская область,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,3,0
Кызылординская область,1,,,1,1,1,0,,,0,1,0,1,,0,1,1,1,0,0,,2,3,0
Мангистауская область,1,,,1,1,1,1,,,0,0,1,1,,0,1,0,1,0,1,,2,3,0
Северо-Казахстанская область,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,3,0
Павлодарская область,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,3,0
г. Шымкент,1,,,1,1,1,1,,,1,1,2,1,,0,1,0,1,0,0,,3,2,0
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Туркестанская область,1,,,0,1,1,1,,,0,1,1,1,,0,1,0,1,0,1,,1,4,0
Ұлытау область,1,,,1,1,1,0,,,1,1,1,1,,0,1,0,1,0,0,,2,3,0
Западно - Казахстанская область,1,,,0,1,1,1,,,0,0,1,1,,0,1,0,1,0,1,,1,4,0
Жамбылская область,1,,,1,1,1,1,,,0,1,2,1,,0,1,0,1,1,1,,4,1,0
Жетісу область,1,,,1,1,1,1,,,1,1,2,1,,0,1,0,1,0,0,,3,2,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,1,,,0,1,1,1,,,1,1,2,1,,0,1,0,1,0,0,,3,2,0
Акмолинская область,1,,,0,1,1,0,,,0,1,0,1,,0,1,0,1,0,1,,0,5,0
Актюбинская область,1,,,1,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,2,3,0
г. Алматы,1,,,0,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,1,4,0
Алматинская область,1,,,0,1,1,1,,,0,1,1,1,,0,1,0,1,0,1,,1,4,0
г. Астана,1,,,1,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,2,3,0
Атырауская область,1,,,1,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,3,2,0
Восточно-Казахстанская область,1,,,1,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,2,3,0
Карагандинская область,1,,,0,1,1,1,,,1,1,2,1,,0,1,0,1,0,0,,2,3,0
Костанайская область,1,,,0,1,1,0,,,0,1,0,1,,0,1,0,1,0,1,,0,5,0
Кызылординская область,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,3,0
Мангистауская область,1,,,1,1,1,1,,,0,0,1,1,,0,1,1,1,0,0,,3,2,0
Северо-Казахстанская область,1,,,1,1,1,1,,,0,1,1,1,,0,1,0,1,0,0,,2,3,0
Павлодарская область,1,,,1,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,3,2,0
г. Шымкент,1,,,1,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,3,2,0
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Туркестанская область,1,,,0,1,1,0,,,0,1,0,1,,0,1,0,1,0,1,,0,5,0
Ұлытау область,1,,,0,1,1,1,,,0,1,1,1,,0,1,0,1,0,0,,1,4,0
Западно - Казахстанская область,1,,,0,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,1,4,0
Жамбылская область,1,,,0,1,1,0,,,0,1,0,1,,0,1,0,1,0,0,,0,5,0
Жетісу область,1,,,1,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,2,3,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,1,,,0,1,1,1,,,0,0,2,1,,0,1,0,1,1,1,,3,2,0
Акмолинская область,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,3,0
Актюбинская область,1,,,0,1,1,1,,,0,0,2,1,,0,1,0,1,1,1,,2,3,0
г. Алматы,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,3,0
Алматинская область,1,,,0,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,1,4,0
г. Астана,1,,,1,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,3,2,0
Атырауская область,1,,,1,1,1,1,,,0,1,2,1,,0,1,0,1,1,1,,3,2,0
Восточно-Казахстанская область,1,,,1,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,3,2,0
Карагандинская область,1,,,1,1,1,0,,,0,1,1,1,,0,1,0,1,1,1,,2,3,0
Костанайская область,1,,,0,1,1,1,,,0,1,1,1,,0,1,0,1,0,0,,1,4,0
Кызылординская область,1,,,0,1,1,1,,,1,1,2,1,,0,1,0,1,0,0,,2,3,0
Мангистауская область,1,,,0,1,1,0,,,1,1,1,1,,0,1,0,1,0,0,,1,4,0
Северо-Казахстанская область,1,,,0,1,1,0,,,1,1,1,1,,0,1,0,1,0,1,,1,4,0
Павлодарская область,1,,,1,1,1,0,,,0,0,1,1,,0,1,0,1,1,1,,2,3,0
г. Шымкент,1,,,1,1,1,0,,,0,0,0,1,,0,1,1,1,0,0,,2,3,0
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Туркестанская область,1,,,1,1,1,1,,,1,1,3,1,,0,1,0,1,1,1,,4,1,0
Ұлытау область,1,,,0,1,1,0,,,1,1,2,1,,0,1,0,1,1,1,,2,3,0
